uuid	value1	value2	value3
f8f2316a-a389-4dbf-b6b2-b00edce4521d	-0.01318500 	-0.00208768 	0.00209205
28ce8d14-dc4d-4749-a5c2-ef7fccd4c60c	-0.03281553 	0.00742823 	-0.00737346
83ce1c5d-c184-4d9d-9004-777988a73e79	0.00280674 	0.06397441 	-0.06012777
f134106f-3e6c-4c58-89c3-3a76beb26557	0.00280000 	-0.03869166 	0.04024896
1ebc7c99-964d-4c5b-97ce-2beb32f23637	-0.01107595 	-0.01600000 	0.01626016
fe426f11-a69a-4b51-9c63-a9803e77c403	-0.02229055 	0.10455975 	-0.09466192
31ce3ae6-3293-4772-8f6c-911a2cf03818	-0.00191939 	-0.01347483 	0.01365888
94d5d319-b831-4dcb-9668-4536e7bb28d8	-0.11196911 	-0.00395257 	0.00396825
fc6f2063-50fa-4603-8145-9ccc1f385776	-0.01297680 	-0.01394422 	0.01414141
3e7983db-6e68-4db6-86ea-8ed998c8f9cb	0.00585252 	0.00077580 	-0.00077519
995f5cb4-81f8-4ba0-bdf1-0e262df62aec	-0.00394011 	0.00593354 	-0.00589854
712abc48-6bf6-4169-a216-3447ecc9f050	-0.16773573 	0.00000000 	0.00000000
92b97bca-0ec1-4a8a-9165-919cc1f870b4	0.03560127 	-0.01260504 	0.01276596
7eab37cf-7100-4c9b-8688-42993f3e7be8	0.01818182 	0.00992063 	-0.00982318
8ffd712c-a4d8-4e00-93ee-9c8c58d3424e	0.01313694 	0.00078585 	-0.00078524
206b939d-ba0b-4069-baf1-bae51683731d	0.01383399 	-0.02456140 	0.02517986
2b0667d8-a975-44f5-aa8b-e790d0f01e6e	-0.00921659 	0.03875969 	-0.03731343
9ffe04f7-99f6-4b5e-9a7d-130e0148e3e3	0.00310485 	0.01000000 	-0.00990099
b608f0fe-7b36-46cf-bee8-e515ab260e1f	0.00113013 	0.06402193 	-0.06016975
98173671-07ca-4d67-b9a4-eba005ccf0f7	0.00341426 	0.03119093 	-0.03024748
176498da-589a-4f34-8a8c-1664e905fa7c	0.00018692 	0.01663241 	-0.01636029
7ab924d6-ea27-47a8-b247-1d960d42bfa6	0.03625954 	0.04346225 	-0.04165196
087751d9-de5e-42a1-9238-5b2488d11713	0.02241979 	-0.02381853 	0.02439969
b34e63ec-1b32-4acd-ab9c-c8edf5e23d42	-0.02536620 	0.00476540 	-0.00474279
b8e6c486-c3ce-42bf-bffb-bfac9b1b1f78	-0.01903052 	-0.02928258 	0.03016591
3f97b00c-1590-451f-b892-3485af240d56	-0.01560062 	0.00776545 	-0.00770561
56cc8251-ec16-43af-be7a-070c48ea6873	0.08730159 	0.07664234 	-0.07118644
6d56eee4-7df3-4476-98fc-e3722a79fed8	-0.00036075 	-0.00757849 	0.00763636
bd964170-b5f6-41c1-b1bd-d042db99a350	0.02493389 	-0.01179506 	0.01193584
72326179-6aba-4502-9dcf-307e3f0d36b3	0.00269633 	-0.02924370 	0.03012465
39ed17f0-5447-4128-af7c-a971ebc3b10e	-0.00428266 	0.03584229 	-0.03460208
814949ab-17ac-4261-a561-ce2c86b58b3d	-0.16107383 	-0.10254545 	0.11426256
07ba96ae-d186-46cd-abc2-b739978f943c	-0.01814947 	-0.00326205 	0.00327273
cee9fc18-34c2-4e90-8aa8-568bae611458	0.01643444 	0.00175747 	-0.00175439
77e957f2-f391-4659-a404-a0cbd51f9663	0.02106391 	0.00769231 	-0.00763359
129f0f3c-9bbb-42cf-8d74-de863d59a19e	-0.16173184 	0.08497168 	-0.07831695
02d7e78c-a7d5-490a-be38-78bd84b58920	-0.00802232 	0.00668073 	-0.00663640
5a10bac2-dadd-4dce-9bd5-ffb0eaf94345	0.00908174 	0.00666667 	-0.00662252
ca2e0f49-356d-4ae8-be51-2cf1d71cead7	-0.00204429 	-0.00136565 	0.00136752
31c0e2b7-9184-4248-9e86-2b5336c2ac68	-0.15141114 	0.04494382 	-0.04301075
53fa761d-d145-471e-bdec-f1626babc0bd	0.00444901 	-0.00204429 	0.00204848
629e5415-b885-4508-9cb6-c0000ba85d29	-0.00046404 	0.01439183 	-0.01418764
198c22a5-d7fa-4719-bba8-0f1ff1a6d086	0.00928690 	-0.00525797 	0.00528576
90d31221-f45d-45ae-8c39-184b3a592db3	0.15641026 	0.11696231 	-0.10471464
bdfdf99a-fa6a-41fe-a11c-2bd9e634def5	-0.00830936 	-0.05994199 	0.06376414
f9ef0e07-4a7b-4493-8613-80fe8ce71a41	0.01970786 	0.09117781 	-0.08355908
992ec160-cbf4-4b01-b55d-2f5268f0e7fc	0.02692308 	0.00967541 	-0.00958269
0c6dfa15-2d57-41b0-ae23-ce0a9e801380	-0.01356350 	0.00062500 	-0.00062461
d24fe2b1-3c20-4250-aebf-5f6ddf10d2fa	-0.01411835 	0.00517977 	-0.00515308
8c86c984-1310-4c24-999b-21a4abcd4638	-0.03034094 	0.02161290 	-0.02115567
1fbe565e-ae49-486c-84b9-79362c97c819	0.09558824 	0.01789709 	-0.01758242
8875682c-0eee-4737-8063-c47d71b5e072	0.07990398 	0.15751032 	-0.13607682
a4a67886-646b-49c5-99d9-86263e32400d	0.00685358 	0.00216584 	-0.00216116
d3da1ae1-2cef-43cb-aa52-8e3e2424bc9e	0.02909249 	0.00210970 	-0.00210526
ae6bf9da-c2b6-4163-813f-e53c6f11d3fe	-0.01128557 	-0.05947064 	0.06323103
30cb1338-47e3-4fd3-8dba-56e5ba703eb1	-0.02878598 	-0.02061856 	0.02105263
a1da1e09-ff9e-41c5-bb0a-9d4a59a3ddb2	0.01111111 	0.00031397 	-0.00031387
2c3144b2-e9f4-4aac-a822-e4529bc3d759	0.08421412 	-0.00314465 	0.00315457
8e56b355-0606-4d32-8989-da8d5e1a3182	0.01578283 	0.05344935 	-0.05073746
0855a391-277c-4c65-a18b-6867a8608ce9	0.01522843 	0.06875000 	-0.06432749
e85b1141-8fc9-4c41-bf3a-f423633c2aaf	-0.00504475 	-0.01128557 	0.01141439
8db3e705-a1fc-4900-853a-eac8af07f059	-0.08890411 	-0.06480229 	0.06929260
eb38112d-9605-4227-9e2a-8fa7f77c23fe	-0.03564356 	-0.03388090 	0.03506908
8a8b6e10-21cf-4098-9377-973f5ff1da51	0.01716451 	-0.06443130 	0.06886859
59a39b3a-d1b1-44b8-a816-ab346afcae80	0.06638871 	-0.00060150 	0.00060187
a6441d59-cca1-4358-8286-773458728bee	0.01227513 	0.00773573 	-0.00767635
c50ec7ff-45c4-4c48-8624-696138bf1b96	0.09117781 	-0.05396958 	0.05704846
bbcd6c5d-40c4-45e8-984a-434db1819bc3	0.00000000 	0.01354467 	-0.01336366
dd978333-4c30-4f53-a9a3-96aa4213fc80	0.00000000 	0.08571429 	-0.07894737
dc1d1513-09ac-49b6-affe-622c0af551d0	0.03205495 	-0.03161398 	0.03264605
7bdd5b06-87c8-49b8-b2a9-6ed10b181d19	0.00014138 	-0.02219395 	0.02269770
50be0a6d-f58d-4591-9bb4-f4b46c38d3f0	0.00668605 	0.00750794 	-0.00745199
f4131805-1637-4713-86e0-5f3f1f6be53a	0.01184629 	-0.01456311 	0.01477833
6a2a1402-8478-4ce2-bab9-7b75a08264d5	-0.01420217 	0.03898305 	-0.03752039
1f974ce0-1c66-44da-b749-7aed17aadb86	0.00856590 	0.03561644 	-0.03439153
262eb305-2ba2-4bea-b3ce-37cac840e03b	0.02046385 	0.00534759 	-0.00531915
1d02dbe5-4fab-4fed-a81d-6ed1ccd92596	-0.01062640 	0.02261164 	-0.02211166
1dd52a9d-fba6-4d93-9e06-28b03fda4a88	0.18293902 	-0.10140845 	0.11285266
5577a7fe-aa12-41c7-bff1-e705b92f5442	0.10291859 	0.00278552 	-0.00277778
26983d09-2cc1-4012-8965-c7450d3df09e	-0.02286213 	-0.04875871 	0.05125798
f66ef420-a35d-461c-b332-b9e95c04a3d3	-0.00159109 	-0.00398406 	0.00400000
4dc44f52-e7a4-4a9d-8e45-b7fd9f179a20	0.00023073 	0.02883506 	-0.02802691
84d27590-a3c2-4f7a-a8df-f8283ce3b2a4	0.02377807 	0.07834101 	-0.07264957
7f942b3f-3d1e-4f01-bb86-d77a13cc4474	-0.05897114 	-0.13413333 	0.15491223
6afd412e-07c3-4718-b043-02d5aae32f0e	-0.01531151 	0.04021448 	-0.03865979
da3104d6-b8c0-474b-9871-4d73b8d221c2	-0.00873138 	-0.01554404 	0.01578947
d68208cb-6fb3-4bcb-b80b-bdd8dfdd1b49	0.00810811 	-0.00214477 	0.00214938
e88864c6-0436-43db-9bf8-c0ea2f9089c3	-0.00106695 	-0.01655541 	0.01683410
97fc366e-17cf-4aa5-8827-74c992dcc514	-0.02457956 	-0.00265252 	0.00265957
aaddea95-8099-4b65-ab9b-3cdc1bce77fa	-0.08560976 	-0.14297146 	0.16682228
f2dce693-044b-476b-82d5-2e6bdb7525a8	0.02192745 	0.01668874 	-0.01641480
021bf264-d1c2-4935-ae93-c3f5d34253a8	-0.00026274 	0.00210250 	-0.00209809
5a0614a0-e634-4b98-b18f-ebff74cb7eb7	-0.01250000 	-0.00261894 	0.00262582
7fb468da-9a41-403c-a963-70ba418871b9	0.00559441 	-0.00886648 	0.00894580
8862b2ba-7c1a-4faa-9046-e82b37974022	0.01651613 	0.12972836 	-0.11483146
e3fffc77-0dfd-46de-99b3-7a089af1edd1	-0.03595506 	-0.01320901 	0.01338583
c75e7499-ea4d-45e7-a9d5-d95588da6efe	0.00155682 	0.04922280 	-0.04691358
beef432f-98b7-4b23-af6a-c99e7f390c26	0.01522456 	0.00174956 	-0.00174651
c099278e-d698-4619-bf0d-dc173f8570a1	0.05194805 	-0.02493827 	0.02557610
bbe64cb3-e447-4c99-aed1-ef9bec57dccb	-0.00374813 	-0.03511412 	0.03639199
c81a923b-7eaa-4bcc-8a54-b7f1ae6168e4	0.00502639 	-0.00725181 	0.00730479
39b2f3e9-22ae-47e5-85ad-d2b9df1bf74d	-0.01318945 	0.00340219 	-0.00339065
059695c5-a3b2-4c25-81fa-0a9608408404	-0.01378327 	-0.00771084 	0.00777076
a5e91d8a-1b71-4f6b-a6bf-5a8d4154e11b	0.12608696 	0.11003861 	-0.09913043
21cffc9d-02d0-49a9-924a-5e681efd5ea6	-0.18039523 	-0.00716161 	0.00721327
33ac3742-c533-4eeb-8f73-5f40c1270796	0.16460442 	-0.11880232 	0.13481914
f3a8790e-deec-47e0-b5fb-b35b2c954919	-0.04430678 	0.01240817 	-0.01225610
ef33d0ae-23cc-44e3-956b-fb1ea489373c	0.00591716 	-0.01223529 	0.01238685
cb98b39b-94ae-4900-9cdc-a13cfa212870	0.01240817 	-0.00024390 	0.00024396
7fab57bf-d6c7-49a5-af52-53b7223468a3	0.02678747 	-0.00537119 	0.00540019
7ed0b631-0911-4305-968b-3dfa8273fa48	0.02508348 	-0.06060606 	0.06451613
0caf0f8d-5e92-4fe9-a227-ebdbc192d3bb	0.01770992 	-0.00090009 	0.00090090
04aba860-6bab-45ff-9ed7-09841ca38525	0.08913309 	-0.11210762 	0.12626263
940c83fe-0a7b-44c2-ab35-140456b30b20	0.00260134 	-0.00972973 	0.00982533
3b13bb19-9ed4-4638-ae74-a1716748e6f8	-0.01735313 	-0.01212766 	0.01227655
0447c477-2a64-4475-a79d-72a685f0387a	0.09366197 	-0.03412750 	0.03533333
1c90c9c4-c99d-40bb-a128-20fc86cae71c	0.00432900 	-0.00452586 	0.00454644
83c26a20-6552-4112-a404-856d0729be2c	-0.02288376 	0.01948187 	-0.01910958
14445f9a-a5a3-4bdc-85c3-7dde011c3d35	-0.00442478 	0.01656566 	-0.01629571
86d581b1-945a-4ae3-a132-69eb614f538b	0.00534336 	-0.01968504 	0.02008032
1f41daa3-9944-48a5-a470-a1b00ee85fca	-0.05438813 	0.03137255 	-0.03041825
70162464-8450-40cc-ba8b-c45e7d0659c2	-0.00955056 	-0.02628096 	0.02699029
c2e1d4da-3d84-4af2-afe4-d12fcb6f35d7	0.01518139 	-0.03903671 	0.04062247
15b193c7-fa27-4eb8-b2e7-7d04baa7e9c3	0.07673369 	0.08708079 	-0.08010517
c5a58e4e-cb28-4dff-ab6e-28ee3f597c24	0.19117647 	0.12060779 	-0.10762712
b784870a-b427-4aa5-9692-90dfabe01d72	-0.03043111 	0.02528335 	-0.02465986
8b3dac56-45ef-443c-a749-7ef381db7bfa	-0.00957107 	0.02899069 	-0.02817391
7ad28e54-a905-41af-b8d6-62baddaf5cbc	0.00322292 	-0.01820453 	0.01854208
ccfffa65-bcee-4c8b-95fc-ea2ad7c486a1	-0.00987868 	-0.00507614 	0.00510204
d1f1c33f-1663-4922-b4d9-80fb0fc884c5	-0.00918197 	0.00926706 	-0.00918197
ab3f5596-6588-4588-813b-4a470466fcb0	0.00217828 	0.00117037 	-0.00116900
2150e20b-3803-4538-a75a-41c9f7a0285f	0.11668525 	0.00831947 	-0.00825082
c3cc7c72-c7d7-4dcc-b15a-c5c4ef5f4f1b	-0.00612989 	-0.01650275 	0.01677966
7a966d09-c935-447f-bad8-eb9da242ac50	0.00192061 	0.04552716 	-0.04354469
7399af46-d8e9-4ca4-9208-37975870a01c	0.01219105 	0.03877248 	-0.03732529
68937390-e8e8-48c1-a70d-4712186950cf	0.03877248 	0.00031766 	-0.00031756
9e69d3db-2fde-4488-8b18-e0565360c2e8	-0.01229135 	0.03733292 	-0.03598934
edaef088-2a40-48b7-a05c-c7e78ccc54b8	-0.04468719 	-0.10914761 	0.12252042
98c62a81-e30c-45ba-a839-7f9fe1317e9c	-0.00114318 	0.04434907 	-0.04246575
9683b3b4-5d82-4e2e-a60d-b68f4e0dff7b	0.00614785 	0.00074516 	-0.00074460
fdd3b912-7292-47c9-a8dd-f29d54db407d	-0.00796524 	-0.01459854 	0.01481481
d69d6957-c0b0-4bf6-b8cb-147b8726e233	-0.00931900 	-0.00173661 	0.00173963
352c6910-4b74-46b9-aae3-efd3d3ac76e0	-0.01288803 	0.01066966 	-0.01055702
3826da09-71cc-4724-87f8-151fe46e12ef	-0.01015089 	-0.01288803 	0.01305630
1e057887-864f-4763-bbed-92bb5e475fa5	-0.06795132 	0.00462459 	-0.00460330
2a323951-cb64-4ebd-9b56-9b4a3448eed7	-0.02515959 	-0.08179250 	0.08907845
56a3b6dd-53a7-464a-b8e4-b8fc9f441a6a	0.10006515 	0.09996447 	-0.09087972
8e8f7a3a-45f2-4288-a8bf-a0a6b87ebbaf	-0.03968254 	-0.12396694 	0.14150943
b01b9df4-bd0d-4cfb-af85-a51ddd0818c3	0.00101484 	-0.03681409 	0.03822117
b49c6eef-bd81-435e-bdfd-73774c54aa64	0.00950683 	0.02589759 	-0.02524383
fad4daa6-97a4-4512-a516-f7a6b2e0499b	-0.01517530 	0.02205101 	-0.02157525
1d92165e-e628-4cdb-8b8a-2a7df099231e	-0.00871322 	0.00917197 	-0.00908861
7b54dcde-bb49-4c85-be9b-d8e9f8bc555b	0.00385588 	0.02373906 	-0.02318858
6752f164-cff8-4e7d-a29a-d9bfb7cf824d	-0.03725408 	0.04347826 	-0.04166667
49350741-cb63-4284-9991-60ff1ecf7d45	0.02405660 	-0.00971902 	0.00981441
ac379e3c-22e1-43ce-8899-47428315f557	0.02539419 	-0.00878116 	0.00885895
f0290f58-3032-47c9-8823-3e6cd2064e2d	0.00027515 	-0.00978466 	0.00988134
c7e491e4-5b7e-49ce-823d-71761e04f976	-0.00097720 	0.00978155 	-0.00968679
45c6bfa5-c7c6-4bf1-ac2a-72cf6891ee39	-0.00081367 	-0.00048860 	0.00048884
5ff6afcf-01eb-41fd-ae34-9f875d0c34ba	0.05336891 	-0.00718809 	0.00724014
9fd9b509-3d9a-4eb1-88ce-9b7f6222e71b	0.00093721 	-0.01966292 	0.00573066
b2b22a93-fed0-4586-8f40-83b7090790b5	-0.15100000 	0.08745583 	-0.20877335
7c58777a-a5e0-4c74-95ba-6e2c45a28788	-0.04035309 	-0.00118265 	-0.01986581
8fe6f56d-1147-4914-89d0-aa555e2277d1	0.05994898 	0.00962696 	0.02324195
42795bd7-4fa9-4743-b513-a423cdef3174	-0.00378788 	-0.00570342 	0.01720841
055438b5-eb20-43e5-a8e2-16ccc9351b5e	-0.05889571 	-0.05475880 	0.11241379
cee99e8b-726c-4baa-9974-91a78f0a2c25	-0.05809524 	-0.00278059 	-0.01140684
58cd2839-456a-4fc7-8a09-c448849109cd	0.00802512 	0.02734510 	-0.01482480
cfe325e4-7069-4b03-9fc9-dcf3918485a6	-0.01536211 	-0.05111441 	-0.03225806
86d35977-cb02-4e9f-afd9-76e82008dbc0	-0.01092354 	-0.01606426 	-0.01020408
c12a6867-bcc3-4af4-b9ae-528d0a380a18	-0.00735294 	-0.00056980 	-0.01368301
b7181b43-b740-4eac-bf1b-8e8177525101	-0.02514286 	-0.00273544 	0.02507837
abf0d042-4a42-40e0-af8e-5a927dff5469	0.01241050 	-0.03976112 	-0.01849427
6fdcab14-4cc5-4c0f-84d7-e7c266e0ac91	0.08809135 	0.00849575 	0.05054509
1079ea95-ad41-4465-aa46-ba240e403931	-0.01495726 	0.01084599 	0.02145923
f6f5fec6-47b3-4935-a494-ad3d1d3e518c	0.00816993 	-0.01166937 	0.01344703
8b10e694-b2b6-4eaf-af14-4874e4db0264	0.06932773 	0.00392927 	-0.00508806
46f6c778-e185-41f5-acc0-b60aeaefd3f7	-0.00279156 	0.04665630 	-0.01069837
343a4156-0b7b-4fb8-8e18-0d67e69ea13f	0.18636364 	0.01176793 	-0.04517176
ae31ab26-6b02-4c16-b87a-b9a2e51aab48	-0.01038062 	0.01223776 	-0.00820380
36eed63f-c307-44a5-a0e8-87942dc86378	-0.15535714 	0.10641297 	-0.05732484
acaa0490-c103-49de-9812-ca99548d4936	0.00259067 	-0.00947459 	0.00956522
9ed27257-7e47-40d3-bcfc-dc7a9dbdd1ee	0.01609195 	-0.01018100 	0.00114286
8511b07f-803e-4a70-a5c9-87f88f469b4a	0.00195440 	-0.00650195 	-0.00261780
b5afccfb-eac2-4eb8-8eae-c5dd544a9cce	-0.00857633 	-0.01384083 	-0.00307018
263f2b29-25eb-41c5-a109-c79625bad81a	-0.00528302 	-0.00227618 	-0.00836502
f027493b-6ca9-4b07-85fe-a41ee99c84e5	0.00867840 	0.04006883 	0.00449066
1a1f98bf-9c88-4c45-87a9-68a3cb03b693	-0.00113314 	-0.00595576 	0.00370899
81abba5c-d268-4d0b-b8d5-e98a12ba71e2	0.01419214 	-0.00251166 	-0.03165468
88b0da09-bbdd-4b90-80e6-d719efdc1862	-0.03038674 	0.03133903 	0.03425414
7ea12d72-b127-4e09-b286-d47aa6af41d8	-0.15542763 	-0.11846803 	0.08321060
ba68f69e-e332-4e17-b7a1-91d721b1e930	0.01566448 	0.02338308 	0.06951872
8d71eb5a-ceaf-4750-8be0-758ae5c74082	-0.18443696 	-0.10504587 	0.06611994
819f99da-995f-4c11-9c18-560d0f5ed730	0.00529101 	-0.00714286 	0.03369936
3048a956-b91f-48d8-82fd-a26a55f6867d	-0.01915709 	-0.00390625 	-0.01568627
3c5c7b76-1990-4fb4-a2ee-55c654e8ef61	-0.00900901 	-0.01272727 	0.00644567
84e27922-54d4-438a-960b-dfa180126a8e	-0.04690504 	-0.03186769 	-0.00833333
ae15d98f-596f-4772-a5ba-0b31fd7724fa	-0.00249307 	0.02193835 	-0.05489130
b7d9b20d-5e72-4625-b84e-3fa26cd9dd0f	-0.02670623 	-0.06707317 	0.00816993
d1392845-eeda-482f-87f5-8c55f5db7001	0.04843750 	0.04083458 	-0.04123711
222bad4d-412c-4875-a7fc-df262571ff0a	0.02542744 	-0.00598546 	0.02666667
8e21da70-6d29-4c44-840c-8208eac3a78a	-0.00225819 	0.04073934 	-0.01812251
390f2c9e-e0dd-4834-85a2-c17f618ca33b	-0.04910026 	0.00973236 	0.02730924
f8ef1263-f1f9-47c3-8b56-6fe346f0ceb6	-0.54480797 	0.07500000 	0.03430233
eef48ef6-39a1-4f4d-adb4-f96f2282631a	-0.01243907 	0.01770213 	0.05260077
dbf6697b-cfb2-458f-b219-18fd7811726e	-0.00465839 	-0.00936037 	0.01574803
cc5d1411-21cf-4834-8b7e-7d7337c94f49	0.12181479 	-0.00249307 	0.02193835
5f44987b-57c9-4bf4-9d42-6cd86cf7d2a0	0.00555556 	0.00055249 	-0.00552181
b3e9f975-abec-4a5c-8278-37a0bfba2ad0	-0.02274247 	0.02053388 	0.00335345
8f027e53-168f-4d41-878e-878e54532b27	0.10012516 	0.10011377 	-0.10961737
9d9ec7cc-d620-4179-987b-acb039682bb0	0.02272057 	0.00057703 	0.02277970
5b27bcac-da98-4650-b2ee-9d8e551e5627	-0.00623396 	-0.01476015 	0.04494382
cc64ba0f-11c1-4e69-9d47-efa4269c1ee2	0.06660862 	0.02040816 	-0.06000000
3e509edf-5c39-4886-a508-8abe40a500b8	-0.08590164 	-0.12159254 	-0.01388322
